state,county_fips,status,formatted_address,latitude,longitude,year_built,listing_office_website,listing_agent_email,hoa_exists,state_fips,bedrooms,history_most_recent_price,mls_number,hoa_fee,lot_size,listing_office_phone,listing_office_name,listing_agent_name,listing_agent_phone,address_line2,price,listing_type,id,listing_agent_website,removed_date,created_date,property_type,address_line1,city,listing_office_email,last_seen_date,listed_date,bathrooms,zip_code,history_event_count,history_most_recent_event_type,history_min_price,days_on_market,mls_name,square_footage,history_max_price,history_most_recent_event_date,market_averageprice,market_medianprice,market_minprice,market_maxprice,market_averagedaysonmarket,market_mediandaysonmarket,market_mindaysonmarket,market_maxdaysonmarket,market_newlistings,market_totallistings
TX,163,Active,"906 County Rd, 1670 Lot 8, Moore, TX 78057",29.073089,-99.056342,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1915224,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,1670 Lot 8,80000,Standard,"906-County-Rd,-1670-Lot-8,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,906 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.762000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,43560,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"1196 County Rd, 1670 Lot 1, Moore, TX 78057",29.075911,-99.056405,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1915126,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,1670 Lot 1,80000,Standard,"1196-County-Rd,-1670-Lot-1,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,1196 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.762000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"8063 County Rd, 2400 Lot 5, Moore, TX 78057",29.047232,-98.909631,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1915029,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,2400 Lot 5,80000,Standard,"8063-County-Rd,-2400-Lot-5,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,8063 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.763000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,43560,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"1588 Pr 1688 Four X Rd, Lot TR25, Moore, TX 78057",29.086924,-99.024384,,,omarrafati.realty@gmail.com,TRUE,48,,155000,1915671,13,436036,8554500442,"Real Broker, Llc",Alexander Pena,2108726003,Lot TR25,155000,Standard,"1588-Pr-1688-Four-X-Rd,-Lot-TR25,-Moore,-TX-78057",,,2025-10-16 00:00:00+00:00,Land,1588 Pr 1688 Four X Rd,Moore,support@therealbrokerage.com,2025-11-09 06:32:31.763000+00:00,2025-10-15 00:00:00+00:00,,78057,1,Sale Listing,155000,26,LERAMLS,,155000,10/15/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"8119 County Rd, 2400 Lot 3, Moore, TX 78057",29.048047,-98.909564,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1915011,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,2400 Lot 3,80000,Standard,"8119-County-Rd,-2400-Lot-3,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,8119 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.764000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,43560,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"7943 County Rd, 2400 Lot 9, Moore, TX 78057",29.045474,-98.909775,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1915061,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,2400 Lot 9,80000,Standard,"7943-County-Rd,-2400-Lot-9,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,7943 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.764000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,43560,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"Tbd Lot 61 E County Rd, 1647, Moore, TX 78057",29.069117,-99.001227,,https://www.epiquerealty.com,brentlambert03@yahoo.com,FALSE,48,,49900,1872680,,21780,5123870722,Epique Realty LLC,Brent Lambert,2108594547,1647,49900,Standard,"Tbd-Lot-61-E-County-Rd,-1647,-Moore,-TX-78057",https://www.lambertteamsa.com/,,2025-06-05 00:00:00+00:00,Land,Tbd Lot 61 E County Rd,Moore,admin@epiquerealty.com,2025-11-09 06:32:31.766000+00:00,2025-06-04 00:00:00+00:00,,78057,1,Sale Listing,49900,159,LERAMLS,21780,49900,6/4/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"636 County Rd, 1615, Moore, TX 78057",29.069173,-99.005438,2021,,amy@tx.properties,FALSE,48,3,174000,1912728,,21780,8304268432,"John Chunn Realty, LLC",Amy Chunn,8325713808,1615,174000,New Construction,"636-County-Rd,-1615,-Moore,-TX-78057",http://www.johnchunnrealty.com,,2025-10-04 00:00:00+00:00,Manufactured,636 County Rd,Moore,john@johnchunnrealty.com,2025-11-09 06:32:31.768000+00:00,2025-10-04 00:00:00+00:00,2,78057,1,Sale Listing,174000,37,LERAMLS,,174000,10/4/2025,271106,234900,174000,449999,119.14,41,26,311,0,8
TX,163,Active,"16247 Ih 35, Lot 34, Moore, TX 78057",29.08288,-98.966462,,http://www.kwsanantonio.com,,FALSE,48,,220000,1895697,,428195,2104933030,Keller Williams Heritage,Scott Malouff,2103656192,Lot 34,220000,Standard,"16247-Ih-35,-Lot-34,-Moore,-TX-78057",,,2025-08-27 00:00:00+00:00,Land,16247 Ih 35,Moore,broker@kwheritage.com,2025-11-09 06:32:31.769000+00:00,2025-08-26 00:00:00+00:00,,78057,1,Sale Listing,220000,76,LERAMLS,,220000,8/26/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"8035 County Rd, 2400 Lot 6, Moore, TX 78057",29.046821,-98.909665,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1915035,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,2400 Lot 6,80000,Standard,"8035-County-Rd,-2400-Lot-6,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,8035 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.769000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,43560,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"7887 County Rd, 2400 Lot 11, Moore, TX 78057",29.044663,-98.909842,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1915088,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,2400 Lot 11,80000,Standard,"7887-County-Rd,-2400-Lot-11,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,7887 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.770000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,43560,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"7103 Peck Bush Rd, Moore, TX 78057",29.01410323,-98.91328699,,,sid.olivarez@gmail.com,FALSE,48,,450000,7295898,,435600,8773662213,LPT Realty - Houston TX,Sidney Olivarez,5129982702,,450000,Standard,"7103-Peck-Bush-Rd,-Moore,-TX-78057",,,2025-09-04 00:00:00+00:00,Land,7103 Peck Bush Rd,Moore,txbrokers@lptrealty.com,2025-11-09 06:32:31.770000+00:00,2025-09-03 00:00:00+00:00,,78057,1,Sale Listing,450000,68,UnlockMLS,,450000,9/3/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"8149 County Rd, 2400 Lot 2, Moore, TX 78057",29.048457,-98.90953,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1915004,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,2400 Lot 2,80000,Standard,"8149-County-Rd,-2400-Lot-2,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,8149 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.771000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,43560,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"1150 County Rd, 1670 Lot 2, Moore, TX 78057",29.075529,-99.056396,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1915135,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,1670 Lot 2,80000,Standard,"1150-County-Rd,-1670-Lot-2,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,1150 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.772000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,43560,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"825 W Farm to Market, # 462, Moore, TX 78057",29.06394,-99.013412,2022,,,FALSE,48,4,449999,1896584,,666904,8554500442,"Real Broker, Llc",Christopher Hoffman,,# 462,449999,Standard,"825-W-Farm-to-Market,---462,-Moore,-TX-78057",,,2025-08-29 00:00:00+00:00,Manufactured,825 W Farm to Market,Moore,support@therealbrokerage.com,2025-11-09 06:32:31.773000+00:00,2025-08-29 00:00:00+00:00,2,78057,1,Sale Listing,449999,73,LERAMLS,2500,449999,8/29/2025,271106,234900,174000,449999,119.14,41,26,311,0,8
TX,163,Active,"14951 N Ih 35, Lot 15, Moore, TX 78057",29.074414,-98.979824,,,wayne@tx.properties,FALSE,48,,175000,1898620,,43560,8304268432,"John Chunn Realty, LLC",Wayne Springer,8309315533,Lot 15,175000,Standard,"14951-N-Ih-35,-Lot-15,-Moore,-TX-78057",https://www.waynespringerrealtor.com/,,2025-09-07 00:00:00+00:00,Land,14951 N Ih 35,Moore,john@johnchunnrealty.com,2025-11-09 06:32:31.778000+00:00,2025-09-06 00:00:00+00:00,,78057,1,Sale Listing,175000,65,LERAMLS,,175000,9/6/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"876 County Rd, 1670 Lot 9, Moore, TX 78057",29.072697,-99.056334,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1915225,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,1670 Lot 9,80000,Standard,"876-County-Rd,-1670-Lot-9,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,876 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.779000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,43560,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"3272 County Rd, 1515 Lot 13, Moore, TX 78057",29.060078,-99.055351,,,,FALSE,48,,32500,1911577,,43560,8309317775,"Texas Ranch Kings Realty, LLC",Andrew Werner,8309317775,1515 Lot 13,32500,Standard,"3272-County-Rd,-1515-Lot-13,-Moore,-TX-78057",,,2025-10-01 00:00:00+00:00,Land,3272 County Rd,Moore,andy@ranchkingrealty.com,2025-11-09 06:32:31.779000+00:00,2025-09-30 00:00:00+00:00,,78057,1,Sale Listing,32500,41,LERAMLS,,32500,9/30/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"730 County Rd, 2530, Moore, TX 78057",29.046382,-98.998474,,,dairavasquezrealtor@gmail.com,FALSE,48,,148000,1875748,,436907,8885197431,"eXp Realty, LLC",Daira Vasquez,2103802248,2530,148000,Standard,"730-County-Rd,-2530,-Moore,-TX-78057",http://www.dairasellshomes.com,,2023-06-14 00:00:00+00:00,Land,730 County Rd,Moore,djones@wandjlaw.com,2025-11-09 06:32:31.780000+00:00,2025-06-13 00:00:00+00:00,,78057,2,Sale Listing,148000,150,LERAMLS,,148000,6/13/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"E County Rd, 1647 Lot 62, Moore, TX 78057",29.069117,-99.001227,,https://www.epiquerealty.com,brentlambert03@yahoo.com,FALSE,48,,49900,1872670,,21780,5123870722,Epique Realty LLC,Brent Lambert,2108594547,1647 Lot 62,49900,Standard,"E-County-Rd,-1647-Lot-62,-Moore,-TX-78057",https://www.lambertteamsa.com/,,2025-06-05 00:00:00+00:00,Land,E County Rd,Moore,admin@epiquerealty.com,2025-11-09 06:32:31.782000+00:00,2025-06-04 00:00:00+00:00,,78057,1,Sale Listing,49900,159,LERAMLS,,49900,6/4/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"978 County Rd, 1670 Lot 5, Moore, TX 78057",29.073891,-99.05636,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1915151,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,1670 Lot 5,80000,Standard,"978-County-Rd,-1670-Lot-5,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,978 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.787000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,43560,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"1020 County Rd, 1670 Lot 4, Moore, TX 78057",29.074727,-99.056379,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1915140,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,1670 Lot 4,80000,Standard,"1020-County-Rd,-1670-Lot-4,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,1020 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.788000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,43560,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"8171 County Rd, 2400 Lot 1, Moore, TX 78057",29.048737,-98.909507,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1914760,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,2400 Lot 1,80000,Standard,"8171-County-Rd,-2400-Lot-1,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,8171 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.789000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,43560,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"8093 County Rd, 2400 Lot 4, Moore, TX 78057",29.047647,-98.909597,,http://cbharper.com/northwest,pclarke@cbharper.com,FALSE,48,,80000,1915021,,43560,2104836400,North West Sales Office,Pj Clarke & Bailey,2104836494,2400 Lot 4,80000,Standard,"8093-County-Rd,-2400-Lot-4,-Moore,-TX-78057",http://www.homeswithpj.com,,2025-10-18 00:00:00+00:00,Land,8093 County Rd,Moore,support@cbharper.com,2025-11-09 06:32:31.791000+00:00,2025-10-17 00:00:00+00:00,,78057,1,Sale Listing,80000,24,LERAMLS,43560,80000,10/17/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"34 Cr1515, Lot 0, Moore, TX 78057",29.0651,-99.042505,,http://www.levirodgersgroup.com,jr92usaf@gmail.com,FALSE,48,,220000,1873321,,871200,2108886904,Levi Rodgers Real Estate Group,Angelica Rios,7043331175,Lot 0,220000,Standard,"34-Cr1515,-Lot-0,-Moore,-TX-78057",,,2025-10-14 00:00:00+00:00,Land,34 Cr1515,Moore,levi@levirodgersgroup.com,2025-11-09 06:32:31.792000+00:00,2025-06-06 00:00:00+00:00,,78057,1,Sale Listing,220000,157,LERAMLS,,220000,6/6/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"111 Pr Frio Ests, Lot 2, Moore, TX 78057",29.002636,-99.062828,,www.prgpartners.com,countrytouch01@yahoo.com,TRUE,48,,110000,1911626,25,138956,2106411400,Premier Realty Group,Lionel (Lonnie) M. Garcia,2108656345,Lot 2,110000,Standard,"111-Pr-Frio-Ests,-Lot-2,-Moore,-TX-78057",http://lionelgarciarealtormls.com/,,2025-10-01 00:00:00+00:00,Land,111 Pr Frio Ests,Moore,complianceprg@gmail.com,2025-11-09 06:32:31.794000+00:00,2025-09-30 00:00:00+00:00,,78057,1,Sale Listing,110000,41,LERAMLS,,110000,9/30/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"106 County Rd, 2662, Moore, TX 78057",29.071123,-98.920448,2019,,,FALSE,48,3,220000,1911264,,43560,8885197431,"eXp Realty, LLC",Claudia Salazar,,2662,220000,Standard,"106-County-Rd,-2662,-Moore,-TX-78057",,,2025-09-30 00:00:00+00:00,Manufactured,106 County Rd,Moore,djones@wandjlaw.com,2025-11-09 06:32:31.795000+00:00,2025-09-29 00:00:00+00:00,2,78057,1,Sale Listing,220000,42,LERAMLS,1736,220000,9/29/2025,271106,234900,174000,449999,119.14,41,26,311,0,8
TX,163,Active,"173 County Rd, 2644 Lot 37, Moore, TX 78057",29.064871,-98.920333,,www.sothebysrealty.com/kuper/eng,phil@essextexas.com,TRUE,48,,78000,1894971,25,138085,2108228602,Kuper Sotheby's International Realty,Phil Essex,2102885540,2644 Lot 37,78000,Standard,"173-County-Rd,-2644-Lot-37,-Moore,-TX-78057",http://www.essextexas.com,,2025-08-23 00:00:00+00:00,Land,173 County Rd,Moore,info@kupersir.com,2025-11-09 06:32:31.798000+00:00,2025-08-22 00:00:00+00:00,,78057,1,Sale Listing,78000,80,LERAMLS,,78000,8/22/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"Pr Frio Estates Dr, Lot 32, Moore, TX 78057",29.007314,-99.066304,,,charleschin@comcast.net,TRUE,48,,119000,45072300,25,134600,2817176415,Blue Indie Realty Inc,Charles Chin,2813001515,Lot 32,119000,Standard,"Pr-Frio-Estates-Dr,-Lot-32,-Moore,-TX-78057",,,2025-05-02 00:00:00+00:00,Land,Pr Frio Estates Dr,Moore,charleschin@comcast.net,2025-11-09 06:32:31.832000+00:00,2025-05-02 00:00:00+00:00,,78057,1,Sale Listing,119000,192,Houston,,119000,5/2/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"Pr Frio Estates Dr, Lot 36, Moore, TX 78057",29.009575,-99.067934,,,charleschin@comcast.net,TRUE,48,,105000,89063789,25,69696,2817176415,Blue Indie Realty Inc,Charles Chin,2813001515,Lot 36,105000,Standard,"Pr-Frio-Estates-Dr,-Lot-36,-Moore,-TX-78057",,,2025-10-04 00:00:00+00:00,Land,Pr Frio Estates Dr,Moore,charleschin@comcast.net,2025-11-09 06:32:31.833000+00:00,2025-05-02 00:00:00+00:00,,78057,1,Sale Listing,105000,192,Houston,,105000,5/2/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"Pr Frio Estates Dr, Lot 15, No City, TX 78057",29.002852,-99.062438,,,charlie@blueindierealty.com,FALSE,48,,115500,20680684,,180338,2817176415,"Blue Indie Realty, Inc",Charles Chin,2813001515,Lot 15,115500,Standard,"Pr-Frio-Estates-Dr,-Lot-15,-No-City,-TX-78057",,,2025-04-25 00:00:00+00:00,Land,Pr Frio Estates Dr,No City,charlie@blueindie.com,2025-11-09 06:32:31.837000+00:00,2025-04-25 00:00:00+00:00,,78057,1,Sale Listing,115500,199,NTREIS,,115500,4/25/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"Pr Frio Estates Dr, Lot 39, No City, TX 78057",29.01007,-99.066185,,,charlie@blueindierealty.com,TRUE,48,,99000,20680687,25,129809,2817176415,"Blue Indie Realty, Inc",Charles Chin,2813001515,Lot 39,99000,Standard,"Pr-Frio-Estates-Dr,-Lot-39,-No-City,-TX-78057",,,2025-04-25 00:00:00+00:00,Land,Pr Frio Estates Dr,No City,charlie@blueindie.com,2025-11-09 06:32:31.837000+00:00,2025-04-25 00:00:00+00:00,,78057,1,Sale Listing,99000,199,NTREIS,,99000,4/25/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"410 County Rd, 1629 Lot 2, Moore, TX 78057",29.067087,-99.004402,,,amy@tx.properties,FALSE,48,,38500,1745031,,19994,8304268432,"John Chunn Realty, LLC",Amy Chunn,8325713808,1629 Lot 2,38500,Standard,"410-County-Rd,-1629-Lot-2,-Moore,-TX-78057",http://www.johnchunnrealty.com,,2024-02-24 00:00:00+00:00,Land,410 County Rd,Moore,john@johnchunnrealty.com,2025-11-09 06:32:31.850000+00:00,2025-03-31 00:00:00+00:00,,78057,2,Sale Listing,38500,224,LERAMLS,,38500,3/31/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"Fm 2779 County Rd, 2530 Lot 231, Moore, TX 78057",29.046114,-98.994343,,,jason.guralnick@bairdwarner.com,FALSE,48,,110000,1853255,,435600,2102162601,Foster Property Group,August Schueling,2102162601,2530 Lot 231,110000,Standard,"Fm-2779-County-Rd,-2530-Lot-231,-Moore,-TX-78057",,,2025-09-10 00:00:00+00:00,Land,Fm 2779 County Rd,Moore,texasranchitos@gmail.com,2025-11-09 06:32:31.852000+00:00,2025-03-27 00:00:00+00:00,,78057,1,Sale Listing,110000,228,LERAMLS,,110000,3/27/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"169 County Rd, 1670 Lot 5, Moore, TX 78057",29.062465,-99.056146,,,,FALSE,48,,30000,1852911,,43560,8309317775,"Texas Ranch Kings Realty, LLC",Andrew Werner,8309317775,1670 Lot 5,30000,Standard,"169-County-Rd,-1670-Lot-5,-Moore,-TX-78057",,,2025-09-09 00:00:00+00:00,Land,169 County Rd,Moore,andy@ranchkingrealty.com,2025-11-09 06:32:31.852000+00:00,2025-03-26 00:00:00+00:00,,78057,1,Sale Listing,30000,229,LERAMLS,,30000,3/26/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"191 County Rd, 1670 Lot 3, Moore, TX 78057",29.062828,-99.056152,,,,FALSE,48,,32500,1852904,,43560,8309317775,"Texas Ranch Kings Realty, LLC",Andrew Werner,8309317775,1670 Lot 3,32500,Standard,"191-County-Rd,-1670-Lot-3,-Moore,-TX-78057",,,2025-09-09 00:00:00+00:00,Land,191 County Rd,Moore,andy@ranchkingrealty.com,2025-11-09 06:32:31.853000+00:00,2025-03-26 00:00:00+00:00,,78057,1,Sale Listing,32500,229,LERAMLS,,32500,3/26/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"138 County Rd, 2666 Lot 209, Moore, TX 78057",29.057867,-98.928764,,hometeamofamerica.com,grealtor.hometeam@yahoo.com,FALSE,48,,180000,1849297,,43560,2104908000,Home Team Of America,Grace Avila Hometeam Of America,2106837300,2666 Lot 209,180000,Standard,"138-County-Rd,-2666-Lot-209,-Moore,-TX-78057",http://www.graceavilasimplythebest.com,,2025-03-13 00:00:00+00:00,Land,138 County Rd,Moore,richardramirez@yahoo.com,2025-11-09 06:32:31.854000+00:00,2025-03-13 00:00:00+00:00,,78057,1,Sale Listing,180000,242,LERAMLS,,180000,3/13/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"167 County Rd, 2665 Lot 157, Moore, TX 78057",29.057994,-98.92707,,exquisitesa.com,sebastian@exquisitesa.com,FALSE,48,,55000,1846542,,43560,2104941695,"Exquisite Properties, LLC",Sebastian Montante,2109969083,2665 Lot 157,55000,Standard,"167-County-Rd,-2665-Lot-157,-Moore,-TX-78057",https://www.exquisitesa.com/agents/277389-sebastian-montante/,,2025-03-04 00:00:00+00:00,Land,167 County Rd,Moore,micah@exquisitesa.com,2025-11-09 06:32:31.856000+00:00,2025-03-03 00:00:00+00:00,,78057,1,Sale Listing,55000,252,LERAMLS,,55000,3/3/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,163,Active,"260 County Rd, 2662 Lot 107, Moore, TX 78057",29.05661,-98.924011,,,,FALSE,48,,139000,1843486,,218236,8554500442,"Real Broker, Llc",Marisela Murillo,,2662 Lot 107,139000,Standard,"260-County-Rd,-2662-Lot-107,-Moore,-TX-78057",,,2025-02-20 00:00:00+00:00,Land,260 County Rd,Moore,support@therealbrokerage.com,2025-11-09 06:32:31.861000+00:00,2025-02-19 00:00:00+00:00,,78057,1,Sale Listing,139000,264,LERAMLS,,139000,2/19/2025,154006,89000,30000,899999,104.1,59,7,333,0,83
TX,147,Active,"310 Duvall St, Bonham, TX 75418",33.625271,-96.162531,,http://www.c21bowman.com/,rich.riemer@c21bowman.com,FALSE,48,,60000,20890867,,45738,8173547653,"CENTURY 21 Mike Bowman, Inc.",Rich Riemer,8173547653,,60000,Standard,"310-Duvall-St,-Bonham,-TX-75418",http://www.c21bowman.com/agents/profile.rsp,,2025-04-05 00:00:00+00:00,Land,310 Duvall St,Bonham,century21@c21bowman.com,2025-11-09 06:32:38.463000+00:00,2025-04-04 00:00:00+00:00,,75418,1,Sale Listing,60000,220,NTREIS,,60000,4/4/2025,446836,139000,15000,3900000,132.1,116,2,352,2,114
TX,147,Active,"256 Largo St, Bonham, TX 75418",33.626057,-96.16029,,http://www.c21bowman.com/,rich.riemer@c21bowman.com,FALSE,48,,70000,20890855,,45738,8173547653,"CENTURY 21 Mike Bowman, Inc.",Rich Riemer,8173547653,,70000,Standard,"256-Largo-St,-Bonham,-TX-75418",http://www.c21bowman.com/agents/profile.rsp,,2025-04-05 00:00:00+00:00,Land,256 Largo St,Bonham,century21@c21bowman.com,2025-11-09 06:32:38.464000+00:00,2025-04-04 00:00:00+00:00,,75418,1,Sale Listing,70000,220,NTREIS,,70000,4/4/2025,446836,139000,15000,3900000,132.1,116,2,352,2,114
TX,147,Active,"2110 Lake Side Dr, Bonham, TX 75418",33.6435,-96.156982,,https://kwfrisco.kw.com,christie@christiecannon.com,FALSE,48,,119000,20889615,,57499,9727129898,Keller Williams Frisco Stars,Christie Cannon,9722157747,,119000,Standard,"2110-Lake-Side-Dr,-Bonham,-TX-75418",http://www.cannonteamhomes.com,,2022-03-05 05:12:37.502000+00:00,Land,2110 Lake Side Dr,Bonham,klrw143@kw.com,2025-11-09 06:32:38.465000+00:00,2025-04-02 00:00:00+00:00,,75418,1,Sale Listing,119000,222,NTREIS,,119000,4/2/2025,446836,139000,15000,3900000,132.1,116,2,352,2,114
TX,147,Active,"400 Duvall St, Bonham, TX 75418",33.623185,-96.162899,,http://www.c21bowman.com/,rich.riemer@c21bowman.com,FALSE,48,,85000,20890861,,65340,8173547653,"CENTURY 21 Mike Bowman, Inc.",Rich Riemer,8173547653,,85000,Standard,"400-Duvall-St,-Bonham,-TX-75418",http://www.c21bowman.com/agents/profile.rsp,,2025-04-05 00:00:00+00:00,Land,400 Duvall St,Bonham,century21@c21bowman.com,2025-11-09 06:32:38.465000+00:00,2025-04-04 00:00:00+00:00,,75418,1,Sale Listing,85000,220,NTREIS,,85000,4/4/2025,446836,139000,15000,3900000,132.1,116,2,352,2,114
